concept_id,subTypeOfID,partOfID,instanceOfID
51387,NULL,NULL,NULL
51388,NULL,NULL,NULL
51389,NULL,NULL,NULL
51390,NULL,NULL,NULL
51391,NULL,NULL,NULL
51392,NULL,NULL,NULL
51393,NULL,NULL,NULL
51394,NULL,NULL,NULL
51395,NULL,NULL,NULL
51396,NULL,NULL,NULL
51397,NULL,NULL,NULL
51398,NULL,NULL,NULL
51399,NULL,NULL,NULL
51400,NULL,NULL,NULL
51401,NULL,NULL,NULL
51402,NULL,NULL,NULL
51403,NULL,NULL,NULL
51404,NULL,NULL,NULL
51405,NULL,NULL,NULL
51406,NULL,NULL,NULL
51407,NULL,NULL,NULL
51408,NULL,NULL,NULL
51409,NULL,NULL,NULL
51410,NULL,NULL,NULL
51411,NULL,NULL,NULL
51412,NULL,NULL,NULL
51413,NULL,NULL,NULL
51414,NULL,NULL,NULL
51415,NULL,NULL,NULL
51416,NULL,NULL,NULL
51417,NULL,NULL,NULL
51418,NULL,NULL,NULL
51419,NULL,NULL,NULL
51420,NULL,NULL,NULL
51421,NULL,NULL,NULL
51422,NULL,NULL,NULL
51423,NULL,NULL,NULL
51424,NULL,NULL,NULL
51425,NULL,NULL,NULL
51426,NULL,NULL,NULL
51427,NULL,NULL,NULL
51428,NULL,NULL,NULL
51429,NULL,NULL,NULL
51430,NULL,NULL,NULL
51431,NULL,NULL,NULL
51432,NULL,NULL,NULL
51433,NULL,NULL,NULL
51434,NULL,NULL,NULL
51435,NULL,NULL,NULL
51436,NULL,NULL,NULL
51437,NULL,NULL,NULL
51438,NULL,NULL,NULL
51439,NULL,NULL,NULL
51440,NULL,NULL,NULL
51441,NULL,NULL,NULL
51442,NULL,NULL,NULL
51443,NULL,NULL,NULL
51444,NULL,NULL,NULL
51445,NULL,NULL,NULL
51446,NULL,NULL,NULL
51447,NULL,NULL,NULL
51448,NULL,NULL,NULL
51449,NULL,NULL,NULL
51450,NULL,NULL,NULL
51451,NULL,NULL,NULL
51452,NULL,NULL,NULL
51453,NULL,NULL,NULL
51454,NULL,NULL,NULL
51455,NULL,NULL,NULL
51456,NULL,NULL,NULL
51457,NULL,NULL,NULL
51458,NULL,NULL,NULL
51459,NULL,NULL,NULL
51460,NULL,NULL,NULL
51461,NULL,NULL,NULL
51462,NULL,NULL,NULL
51463,NULL,NULL,NULL
51464,NULL,NULL,NULL
51465,NULL,NULL,NULL
51466,NULL,NULL,NULL
51467,NULL,NULL,NULL
51468,NULL,NULL,NULL
51469,NULL,NULL,NULL
51470,NULL,NULL,NULL
51471,NULL,NULL,NULL
51472,NULL,NULL,NULL
51473,NULL,NULL,NULL
51474,NULL,NULL,NULL
51475,NULL,NULL,NULL
51476,NULL,NULL,NULL
51477,NULL,NULL,NULL
51478,NULL,NULL,NULL
51479,NULL,NULL,NULL
51481,NULL,NULL,NULL
51482,NULL,NULL,NULL
51483,NULL,NULL,NULL
51484,NULL,NULL,NULL
51485,NULL,NULL,NULL
51486,NULL,NULL,NULL
51487,NULL,NULL,NULL
51488,NULL,NULL,NULL
51489,NULL,NULL,NULL
51490,NULL,NULL,NULL
51491,NULL,NULL,NULL
51492,NULL,NULL,NULL
51493,NULL,NULL,NULL
51494,NULL,NULL,NULL
51495,NULL,NULL,NULL
51496,NULL,NULL,NULL
51497,NULL,NULL,NULL
51498,NULL,NULL,NULL
51499,NULL,NULL,NULL
51501,NULL,NULL,NULL
51502,NULL,NULL,NULL
51503,NULL,NULL,NULL
51504,NULL,NULL,NULL
51505,NULL,NULL,NULL
51506,NULL,NULL,NULL
51507,NULL,NULL,NULL
51508,NULL,NULL,NULL
51509,NULL,NULL,NULL
51510,NULL,NULL,NULL
51511,NULL,NULL,NULL
51512,NULL,NULL,NULL
51513,NULL,NULL,NULL
51514,NULL,NULL,NULL
51515,NULL,NULL,NULL
51516,NULL,NULL,NULL
51517,NULL,NULL,NULL
51519,NULL,NULL,NULL
51520,NULL,NULL,NULL
51521,NULL,NULL,NULL
51522,NULL,NULL,NULL
51523,NULL,NULL,NULL
51524,NULL,NULL,NULL
51525,NULL,NULL,NULL
51526,NULL,NULL,NULL
51527,NULL,NULL,NULL
51528,NULL,NULL,NULL
51529,NULL,NULL,NULL
51530,NULL,NULL,NULL
51531,NULL,NULL,NULL
51532,NULL,NULL,NULL
51533,NULL,NULL,NULL
51534,NULL,NULL,NULL
51535,NULL,NULL,NULL
51536,NULL,NULL,NULL
51538,NULL,NULL,NULL
51539,NULL,NULL,NULL
51540,NULL,NULL,NULL
51541,NULL,NULL,NULL
51542,NULL,NULL,NULL
51543,NULL,NULL,NULL
51544,NULL,NULL,NULL
51545,NULL,NULL,NULL
51546,NULL,NULL,NULL
51547,NULL,NULL,NULL
51548,NULL,NULL,NULL
51549,NULL,NULL,NULL
51550,NULL,NULL,NULL
51551,NULL,NULL,NULL
51552,NULL,NULL,NULL
51553,NULL,NULL,NULL
51554,NULL,NULL,NULL
51555,NULL,NULL,NULL
51556,NULL,NULL,NULL
51557,NULL,NULL,NULL
51558,NULL,NULL,NULL
51559,NULL,NULL,NULL
51560,NULL,NULL,NULL
51561,NULL,NULL,NULL
51562,NULL,NULL,NULL
51563,NULL,NULL,NULL
51564,NULL,NULL,NULL
51565,NULL,NULL,NULL
51566,NULL,NULL,NULL
51567,NULL,NULL,NULL
51568,NULL,NULL,NULL
51569,NULL,NULL,NULL
51570,NULL,NULL,NULL
51571,NULL,NULL,NULL
51572,NULL,NULL,NULL
51573,NULL,NULL,NULL
51574,NULL,NULL,NULL
51575,NULL,NULL,NULL
51576,NULL,NULL,NULL
51577,NULL,NULL,NULL
51578,NULL,NULL,NULL
51579,NULL,NULL,NULL
51580,NULL,NULL,NULL
51581,NULL,NULL,NULL
51582,NULL,NULL,NULL
51583,NULL,NULL,NULL
51584,NULL,NULL,NULL
51585,NULL,NULL,NULL
51586,NULL,NULL,NULL
51588,NULL,NULL,NULL
51589,NULL,NULL,NULL
51590,NULL,NULL,NULL
51591,NULL,NULL,NULL
51592,NULL,NULL,NULL
51593,NULL,NULL,NULL
51594,NULL,NULL,NULL
51595,NULL,NULL,NULL
51596,NULL,NULL,NULL
51597,NULL,NULL,NULL
51598,NULL,NULL,NULL
51599,NULL,NULL,NULL
51600,NULL,NULL,NULL
51601,NULL,NULL,NULL
51602,NULL,NULL,NULL
51603,NULL,NULL,NULL
51604,NULL,NULL,NULL
51605,NULL,NULL,NULL
51606,NULL,NULL,NULL
51607,NULL,NULL,NULL
51608,NULL,NULL,NULL
51609,NULL,NULL,NULL
51610,NULL,NULL,NULL
51611,NULL,NULL,NULL
51612,NULL,NULL,NULL
51613,NULL,NULL,NULL
51614,NULL,NULL,NULL
51615,NULL,NULL,NULL
51616,NULL,NULL,NULL
51617,NULL,NULL,NULL
51618,NULL,NULL,NULL
51619,NULL,NULL,NULL
51620,NULL,NULL,NULL
51621,NULL,NULL,NULL
51622,NULL,NULL,NULL
51623,NULL,NULL,NULL
51624,NULL,NULL,NULL
51626,NULL,NULL,NULL
51627,NULL,NULL,NULL
51629,NULL,NULL,NULL
51630,NULL,NULL,NULL
51631,NULL,NULL,NULL
51632,NULL,NULL,NULL
51633,NULL,NULL,NULL
51634,NULL,NULL,NULL
51635,NULL,NULL,NULL
51636,NULL,NULL,NULL
51637,NULL,NULL,NULL
51638,NULL,NULL,NULL
51639,NULL,NULL,NULL
51640,NULL,NULL,NULL
51641,NULL,NULL,NULL
51642,NULL,NULL,NULL
51643,NULL,NULL,NULL
51644,NULL,NULL,NULL
51645,NULL,NULL,NULL
51646,NULL,NULL,NULL
51647,NULL,NULL,NULL
51648,NULL,NULL,NULL
51649,NULL,NULL,NULL
51650,NULL,NULL,NULL
51651,NULL,NULL,NULL
51652,NULL,NULL,NULL
51653,NULL,NULL,NULL
51654,NULL,NULL,NULL
51655,NULL,NULL,NULL
51656,NULL,NULL,NULL
51657,NULL,NULL,NULL
51658,NULL,NULL,NULL
51659,NULL,NULL,NULL
51660,NULL,NULL,NULL
51661,NULL,NULL,NULL
51662,NULL,NULL,NULL
51663,NULL,NULL,NULL
51664,NULL,NULL,NULL
51665,NULL,NULL,NULL
51666,NULL,NULL,NULL
51667,NULL,NULL,NULL
51668,NULL,NULL,NULL
51669,NULL,NULL,NULL
51670,NULL,NULL,NULL
51671,NULL,NULL,NULL
51672,NULL,NULL,NULL
51673,NULL,NULL,NULL
51674,NULL,NULL,NULL
51675,NULL,NULL,NULL
51676,NULL,NULL,NULL
51677,NULL,NULL,NULL
51678,NULL,NULL,NULL
51679,NULL,NULL,NULL
51680,NULL,NULL,NULL
51681,NULL,NULL,NULL
51682,NULL,NULL,NULL
51683,NULL,NULL,NULL
51684,NULL,NULL,NULL
51685,NULL,NULL,NULL
51686,NULL,NULL,NULL
51687,NULL,NULL,NULL
51688,NULL,NULL,NULL
51689,NULL,NULL,NULL
51690,NULL,NULL,NULL
51691,NULL,NULL,NULL
51692,NULL,NULL,NULL
51693,NULL,NULL,NULL
51694,NULL,NULL,NULL
51695,NULL,NULL,NULL
51696,NULL,NULL,NULL
51697,NULL,NULL,NULL
51698,NULL,NULL,NULL
51699,NULL,NULL,NULL
51700,NULL,NULL,NULL
51701,NULL,NULL,NULL
51702,NULL,NULL,NULL
51703,NULL,NULL,NULL
51704,NULL,NULL,NULL
51705,NULL,NULL,NULL
51706,NULL,NULL,NULL
51707,NULL,NULL,NULL
51708,NULL,NULL,NULL
51709,NULL,NULL,NULL
51710,NULL,NULL,NULL
51711,NULL,NULL,NULL
51712,NULL,NULL,NULL
51713,NULL,NULL,NULL
51714,NULL,NULL,NULL
51715,NULL,NULL,NULL
51716,NULL,NULL,NULL
51717,NULL,NULL,NULL
51718,NULL,NULL,NULL
51719,NULL,NULL,NULL
51720,NULL,NULL,NULL
51721,NULL,NULL,NULL
51722,NULL,NULL,NULL
51723,NULL,NULL,NULL
51724,NULL,NULL,NULL
51725,NULL,NULL,NULL
51726,NULL,NULL,NULL
51727,NULL,NULL,NULL
51728,NULL,NULL,NULL
51729,NULL,NULL,NULL
51730,NULL,NULL,NULL
51732,NULL,NULL,NULL
51733,NULL,NULL,NULL
51734,NULL,NULL,NULL
51735,NULL,NULL,NULL
51736,NULL,NULL,NULL
51737,NULL,NULL,NULL
51738,NULL,NULL,NULL
51739,NULL,NULL,NULL
51740,NULL,NULL,NULL
51741,NULL,NULL,NULL
51742,NULL,NULL,NULL
51743,NULL,NULL,NULL
51744,NULL,NULL,NULL
51745,NULL,NULL,NULL
51746,NULL,NULL,NULL
51747,NULL,NULL,NULL
51748,NULL,NULL,NULL
51749,NULL,NULL,NULL
51750,NULL,NULL,NULL
51751,NULL,NULL,NULL
51752,NULL,NULL,NULL
51753,NULL,NULL,NULL
51754,NULL,NULL,NULL
51755,NULL,NULL,NULL
51756,NULL,NULL,NULL
51757,NULL,NULL,NULL
51758,NULL,NULL,NULL
51759,NULL,NULL,NULL
51760,NULL,NULL,NULL
51761,NULL,NULL,NULL
51762,NULL,NULL,NULL
51763,NULL,NULL,NULL
51764,NULL,NULL,NULL
51765,NULL,NULL,NULL
51766,NULL,NULL,NULL
51767,NULL,NULL,NULL
51768,NULL,NULL,NULL
51769,NULL,NULL,NULL
51770,NULL,NULL,NULL
51771,NULL,NULL,NULL
51772,NULL,NULL,NULL
51773,NULL,NULL,NULL
51774,NULL,NULL,NULL
51775,NULL,NULL,NULL
51776,NULL,NULL,NULL
51777,NULL,NULL,NULL
51778,NULL,NULL,NULL
51779,NULL,NULL,NULL
51780,NULL,NULL,NULL
51781,NULL,NULL,NULL
51782,NULL,NULL,NULL
51783,NULL,NULL,NULL
51784,NULL,NULL,NULL
51785,NULL,NULL,NULL
51786,NULL,NULL,NULL
51787,NULL,NULL,NULL
51788,NULL,NULL,NULL
51789,NULL,NULL,NULL
51790,NULL,NULL,NULL
51791,NULL,NULL,NULL
51792,NULL,NULL,NULL
51793,NULL,NULL,NULL
51794,NULL,NULL,NULL
51795,NULL,NULL,NULL
51796,NULL,NULL,NULL
51797,NULL,NULL,NULL
51798,NULL,NULL,NULL
51799,NULL,NULL,NULL
51800,NULL,NULL,NULL
51801,NULL,NULL,NULL
51802,NULL,NULL,NULL
51803,NULL,NULL,NULL
51804,NULL,NULL,NULL
51805,NULL,NULL,NULL
51806,NULL,NULL,NULL
51807,NULL,NULL,NULL
51808,NULL,NULL,NULL
51809,NULL,NULL,NULL
51810,NULL,NULL,NULL
51811,NULL,NULL,NULL
51812,NULL,NULL,NULL
51813,NULL,NULL,NULL
51814,NULL,NULL,NULL
51815,NULL,NULL,NULL
51816,NULL,NULL,NULL
51817,NULL,NULL,NULL
51818,NULL,NULL,NULL
51819,NULL,NULL,NULL
51820,NULL,NULL,NULL
51822,NULL,NULL,NULL
51823,NULL,NULL,NULL
51824,NULL,NULL,NULL
51825,NULL,NULL,NULL
51826,NULL,NULL,NULL
51827,NULL,NULL,NULL
51828,NULL,NULL,NULL
51829,NULL,NULL,NULL
51830,NULL,NULL,NULL
51831,NULL,NULL,NULL
51832,NULL,NULL,NULL
51833,NULL,NULL,NULL
51834,NULL,NULL,NULL
51835,NULL,NULL,NULL
51836,NULL,NULL,NULL
51837,NULL,NULL,NULL
51838,NULL,NULL,NULL
51839,NULL,NULL,NULL
51840,NULL,NULL,NULL
51841,NULL,NULL,NULL
51842,NULL,NULL,NULL
51843,NULL,NULL,NULL
51844,NULL,NULL,NULL
51845,NULL,NULL,NULL
51846,NULL,NULL,NULL
51847,NULL,NULL,NULL
51848,NULL,NULL,NULL
51849,NULL,NULL,NULL
51850,NULL,NULL,NULL
51851,NULL,NULL,NULL
51852,NULL,NULL,NULL
51853,NULL,NULL,NULL
51854,NULL,NULL,NULL
51855,NULL,NULL,NULL
51856,NULL,NULL,NULL
51857,NULL,NULL,NULL
51858,NULL,NULL,NULL
51859,NULL,NULL,NULL
51860,NULL,NULL,NULL
51861,NULL,NULL,NULL
51862,NULL,NULL,NULL
51863,NULL,NULL,NULL
51864,NULL,NULL,NULL
51865,NULL,NULL,NULL
51866,NULL,NULL,NULL
51867,NULL,NULL,NULL
51868,NULL,NULL,NULL
51869,NULL,NULL,NULL
51870,NULL,NULL,NULL
51871,NULL,NULL,NULL
51872,NULL,NULL,NULL
51873,NULL,NULL,NULL
51874,NULL,NULL,NULL
51875,NULL,NULL,NULL
51876,NULL,NULL,NULL
51877,NULL,NULL,NULL
51878,NULL,NULL,NULL
51879,NULL,NULL,NULL
51880,NULL,NULL,NULL
51881,NULL,NULL,NULL
51882,NULL,NULL,NULL
51883,NULL,NULL,NULL
51884,NULL,NULL,NULL
51885,NULL,NULL,NULL
51886,NULL,NULL,NULL
51887,NULL,NULL,NULL
51888,NULL,NULL,NULL
51889,NULL,NULL,NULL
51890,NULL,NULL,NULL
51891,NULL,NULL,NULL
51892,NULL,NULL,NULL
51893,NULL,NULL,NULL
51894,NULL,NULL,NULL
51895,NULL,NULL,NULL
51896,NULL,NULL,NULL
51897,NULL,NULL,NULL
51898,NULL,NULL,NULL
51899,NULL,NULL,NULL
51900,NULL,NULL,NULL
51901,NULL,NULL,NULL
51902,NULL,NULL,NULL
51903,NULL,NULL,NULL
51904,NULL,NULL,NULL
51905,NULL,NULL,NULL
51906,NULL,NULL,NULL
51907,NULL,NULL,NULL
51908,NULL,NULL,NULL
51909,NULL,NULL,NULL
51910,NULL,NULL,NULL
51911,NULL,NULL,NULL
51912,NULL,NULL,NULL
51913,NULL,NULL,NULL
51915,NULL,NULL,NULL
51916,NULL,NULL,NULL
51917,NULL,NULL,NULL
51918,NULL,NULL,NULL
51919,NULL,NULL,NULL
51920,NULL,NULL,NULL
51921,NULL,NULL,NULL
51922,NULL,NULL,NULL
51923,NULL,NULL,NULL
51924,NULL,NULL,NULL
51925,NULL,NULL,NULL
51926,NULL,NULL,NULL
51927,NULL,NULL,NULL
51928,NULL,NULL,NULL
51929,NULL,NULL,NULL
51930,NULL,NULL,NULL
51931,NULL,NULL,NULL
51932,NULL,NULL,NULL
51933,NULL,NULL,NULL
51934,NULL,NULL,NULL
51935,NULL,NULL,NULL
51936,NULL,NULL,NULL
51937,NULL,NULL,NULL
51938,NULL,NULL,NULL
51939,NULL,NULL,NULL
51940,NULL,NULL,NULL
51941,NULL,NULL,NULL
51942,NULL,NULL,NULL
51943,NULL,NULL,NULL
51944,NULL,NULL,NULL
51945,NULL,NULL,NULL
51946,NULL,NULL,NULL
51947,NULL,NULL,NULL
51948,NULL,NULL,NULL
51949,NULL,NULL,NULL
51950,NULL,NULL,NULL
51951,NULL,NULL,NULL
51952,NULL,NULL,NULL
51953,NULL,NULL,NULL
51954,NULL,NULL,NULL
51955,NULL,NULL,NULL
51956,NULL,NULL,NULL
51957,NULL,NULL,NULL
51958,NULL,NULL,NULL
51959,NULL,NULL,NULL
51960,NULL,NULL,NULL
51961,NULL,NULL,NULL
51962,NULL,NULL,NULL
51963,NULL,NULL,NULL
51964,NULL,NULL,NULL
51965,NULL,NULL,NULL
51966,NULL,NULL,NULL
51967,NULL,NULL,NULL
51968,NULL,NULL,NULL
51969,NULL,NULL,NULL
51970,NULL,NULL,NULL
51971,NULL,NULL,NULL
51972,NULL,NULL,NULL
51973,NULL,NULL,NULL
51974,NULL,NULL,NULL
51975,NULL,NULL,NULL
51976,NULL,NULL,NULL
51977,NULL,NULL,NULL
51978,NULL,NULL,NULL
51979,NULL,NULL,NULL
51980,NULL,NULL,NULL
51982,NULL,NULL,NULL
51983,NULL,NULL,NULL
51984,NULL,NULL,NULL
51985,NULL,NULL,NULL
51986,NULL,NULL,NULL
51987,NULL,NULL,NULL
51988,NULL,NULL,NULL
51989,NULL,NULL,NULL
51990,NULL,NULL,NULL
51991,NULL,NULL,NULL
51992,NULL,NULL,NULL
51993,NULL,NULL,NULL
51994,NULL,NULL,NULL
51995,NULL,NULL,NULL
51996,NULL,NULL,NULL
51997,NULL,NULL,NULL
51998,NULL,NULL,NULL
51999,NULL,NULL,NULL
52000,NULL,NULL,NULL
52001,NULL,NULL,NULL
52002,NULL,NULL,NULL
52003,NULL,NULL,NULL
52004,NULL,NULL,NULL
52005,NULL,NULL,NULL
52006,NULL,NULL,NULL
52007,NULL,NULL,NULL
52008,NULL,NULL,NULL
52009,NULL,NULL,NULL
52010,NULL,NULL,NULL
52011,NULL,NULL,NULL
52012,NULL,NULL,NULL
52013,NULL,NULL,NULL
52014,NULL,NULL,NULL
52015,NULL,NULL,NULL
52016,NULL,NULL,NULL
52017,NULL,NULL,NULL
52018,NULL,NULL,NULL
52019,NULL,NULL,NULL
52020,NULL,NULL,NULL
52021,NULL,NULL,NULL
52022,NULL,NULL,NULL
52023,NULL,NULL,NULL
52024,NULL,NULL,NULL
52025,NULL,NULL,NULL
52026,NULL,NULL,NULL
52027,NULL,NULL,NULL
52028,NULL,NULL,NULL
52029,NULL,NULL,NULL
52030,NULL,NULL,NULL
52031,NULL,NULL,NULL
52032,NULL,NULL,NULL
52033,NULL,NULL,NULL
52034,NULL,NULL,NULL
52035,NULL,NULL,NULL
52036,NULL,NULL,NULL
52037,NULL,NULL,NULL
52038,NULL,NULL,NULL
52039,NULL,NULL,NULL
52040,NULL,NULL,NULL
52041,NULL,NULL,NULL
52042,NULL,NULL,NULL
52043,NULL,NULL,NULL
52044,NULL,NULL,NULL
52045,NULL,NULL,NULL
52046,NULL,NULL,NULL
52047,NULL,NULL,NULL
52048,NULL,NULL,NULL
52049,NULL,NULL,NULL
52050,NULL,NULL,NULL
52051,NULL,NULL,NULL
52052,NULL,NULL,NULL
52053,NULL,NULL,NULL
52054,NULL,NULL,NULL
52055,NULL,NULL,NULL
52056,NULL,NULL,NULL
52057,NULL,NULL,NULL
52058,NULL,NULL,NULL
52059,NULL,NULL,NULL
52060,NULL,NULL,NULL
52061,NULL,NULL,NULL
52062,NULL,NULL,NULL
52063,NULL,NULL,NULL
52064,NULL,NULL,NULL
52065,NULL,NULL,NULL
52066,NULL,NULL,NULL
52067,NULL,NULL,NULL
52068,NULL,NULL,NULL
52069,NULL,NULL,NULL
52070,NULL,NULL,NULL
52071,NULL,NULL,NULL
52072,NULL,NULL,NULL
52073,NULL,NULL,NULL
52074,NULL,NULL,NULL
52075,NULL,NULL,NULL
52076,NULL,NULL,NULL
52077,NULL,NULL,NULL
52078,NULL,NULL,NULL
52079,NULL,NULL,NULL
52080,NULL,NULL,NULL
52081,NULL,NULL,NULL
52082,NULL,NULL,NULL
52083,NULL,NULL,NULL
52084,NULL,NULL,NULL
52085,NULL,NULL,NULL
52086,NULL,NULL,NULL
52088,NULL,NULL,NULL
52089,NULL,NULL,NULL
52090,NULL,NULL,NULL
52091,NULL,NULL,NULL
52092,NULL,NULL,NULL
52093,NULL,NULL,NULL
52094,NULL,NULL,NULL
52095,NULL,NULL,NULL
52096,NULL,NULL,NULL
52097,NULL,NULL,NULL
52098,NULL,NULL,NULL
52099,NULL,NULL,NULL
52100,NULL,NULL,NULL
52101,NULL,NULL,NULL
52102,NULL,NULL,NULL
52103,NULL,NULL,NULL
52104,NULL,NULL,NULL
52105,NULL,NULL,NULL
52106,NULL,NULL,NULL
52107,NULL,NULL,NULL
52108,NULL,NULL,NULL
52109,NULL,NULL,NULL
52110,NULL,NULL,NULL
52111,NULL,NULL,NULL
52112,NULL,NULL,NULL
52113,NULL,NULL,NULL
52114,NULL,NULL,NULL
52115,NULL,NULL,NULL
52116,NULL,NULL,NULL
52117,NULL,NULL,NULL
52118,NULL,NULL,NULL
52119,NULL,NULL,NULL
52120,NULL,NULL,NULL
52121,NULL,NULL,NULL
52122,NULL,NULL,NULL
52123,NULL,NULL,NULL
52124,NULL,NULL,NULL
52125,NULL,NULL,NULL
52126,NULL,NULL,NULL
52127,NULL,NULL,NULL
52128,NULL,NULL,NULL
52129,NULL,NULL,NULL
52130,NULL,NULL,NULL
52131,NULL,NULL,NULL
52132,NULL,NULL,NULL
52133,NULL,NULL,NULL
52134,NULL,NULL,NULL
52135,NULL,NULL,NULL
52136,NULL,NULL,NULL
52137,NULL,NULL,NULL
52138,NULL,NULL,NULL
52139,NULL,NULL,NULL
52140,NULL,NULL,NULL
52141,NULL,NULL,NULL
52142,NULL,NULL,NULL
52143,NULL,NULL,NULL
52144,NULL,NULL,NULL
52145,NULL,NULL,NULL
52146,NULL,NULL,NULL
52147,NULL,NULL,NULL
52148,NULL,NULL,NULL
52149,NULL,NULL,NULL
52150,NULL,NULL,NULL
52151,NULL,NULL,NULL
52152,NULL,NULL,NULL
52153,NULL,NULL,NULL
52154,NULL,NULL,NULL
52155,NULL,NULL,NULL
52156,NULL,NULL,NULL
52157,NULL,NULL,NULL
52158,NULL,NULL,NULL
52159,NULL,NULL,NULL
52160,NULL,NULL,NULL
52161,NULL,NULL,NULL
52162,NULL,NULL,NULL
52163,NULL,NULL,NULL
52164,NULL,NULL,NULL
52165,NULL,NULL,NULL
52166,NULL,NULL,NULL
52167,NULL,NULL,NULL
52168,NULL,NULL,NULL
52169,NULL,NULL,NULL
52170,NULL,NULL,NULL
52171,NULL,NULL,NULL
52172,NULL,NULL,NULL
52173,NULL,NULL,NULL
52174,NULL,NULL,NULL
52175,NULL,NULL,NULL
52176,NULL,NULL,NULL
52177,NULL,NULL,NULL
52178,NULL,NULL,NULL
52179,NULL,NULL,NULL
52180,NULL,NULL,NULL
52181,NULL,NULL,NULL
52182,NULL,NULL,NULL
52183,NULL,NULL,NULL
52184,NULL,NULL,NULL
52185,NULL,NULL,NULL
52186,NULL,NULL,NULL
52187,NULL,NULL,NULL
52188,NULL,NULL,NULL
52189,NULL,NULL,NULL
52190,NULL,NULL,NULL
52191,NULL,NULL,NULL
52192,NULL,NULL,NULL
52193,NULL,NULL,NULL
52194,NULL,NULL,NULL
52195,NULL,NULL,NULL
52196,NULL,NULL,NULL
52197,NULL,NULL,NULL
52198,NULL,NULL,NULL
52199,NULL,NULL,NULL
52200,NULL,NULL,NULL
52201,NULL,NULL,NULL
52202,NULL,NULL,NULL
52203,NULL,NULL,NULL
52204,NULL,NULL,NULL
52205,NULL,NULL,NULL
52206,NULL,NULL,NULL
52207,NULL,NULL,NULL
52208,NULL,NULL,NULL
52209,NULL,NULL,NULL
52210,NULL,NULL,NULL
52211,NULL,NULL,NULL
52213,NULL,NULL,NULL
52214,NULL,NULL,NULL
52215,NULL,NULL,NULL
52216,NULL,NULL,NULL
52217,NULL,NULL,NULL
52218,NULL,NULL,NULL
52219,NULL,NULL,NULL
52220,NULL,NULL,NULL
52221,NULL,NULL,NULL
52222,NULL,NULL,NULL
52223,NULL,NULL,NULL
52224,NULL,NULL,NULL
52225,NULL,NULL,NULL
52226,NULL,NULL,NULL
52227,NULL,NULL,NULL
52228,NULL,NULL,NULL
52229,NULL,NULL,NULL
52230,NULL,NULL,NULL
52231,NULL,NULL,NULL
52232,NULL,NULL,NULL
52233,NULL,NULL,NULL
52234,NULL,NULL,NULL
52235,NULL,NULL,NULL
52236,NULL,NULL,NULL
52237,NULL,NULL,NULL
52238,NULL,NULL,NULL
52239,NULL,NULL,NULL
52240,NULL,NULL,NULL
52241,NULL,NULL,NULL
52242,NULL,NULL,NULL
52243,NULL,NULL,NULL
52244,NULL,NULL,NULL
52245,NULL,NULL,NULL
52246,NULL,NULL,NULL
52247,NULL,NULL,NULL
52248,NULL,NULL,NULL
52249,NULL,NULL,NULL
52250,NULL,NULL,NULL
52251,NULL,NULL,NULL
52252,NULL,NULL,NULL
52253,NULL,NULL,NULL
52254,NULL,NULL,NULL
52255,NULL,NULL,NULL
52256,NULL,NULL,NULL
52257,NULL,NULL,NULL
52258,NULL,NULL,NULL
52259,NULL,NULL,NULL
52260,NULL,NULL,NULL
52261,NULL,NULL,NULL
52262,NULL,NULL,NULL
52263,NULL,NULL,NULL
52264,NULL,NULL,NULL
52265,NULL,NULL,NULL
52266,NULL,NULL,NULL
52267,NULL,NULL,NULL
52268,NULL,NULL,NULL
52270,NULL,NULL,NULL
52271,NULL,NULL,NULL
52272,NULL,NULL,NULL
52273,NULL,NULL,NULL
52274,NULL,NULL,NULL
52275,NULL,NULL,NULL
52276,NULL,NULL,NULL
52277,NULL,NULL,NULL
52278,NULL,NULL,NULL
52279,NULL,NULL,NULL
52280,NULL,NULL,NULL
52281,NULL,NULL,NULL
52282,NULL,NULL,NULL
52283,NULL,NULL,NULL
52284,NULL,NULL,NULL
52285,NULL,NULL,NULL
52286,NULL,NULL,NULL
52287,NULL,NULL,NULL
52288,NULL,NULL,NULL
52289,NULL,NULL,NULL
52290,NULL,NULL,NULL
52291,NULL,NULL,NULL
52292,NULL,NULL,NULL
52293,NULL,NULL,NULL
52294,NULL,NULL,NULL
52295,NULL,NULL,NULL
52296,NULL,NULL,NULL
52297,NULL,NULL,NULL
52298,NULL,NULL,NULL
52299,NULL,NULL,NULL
52300,NULL,NULL,NULL
52301,NULL,NULL,NULL
52302,NULL,NULL,NULL
52303,NULL,NULL,NULL
52304,NULL,NULL,NULL
52305,NULL,NULL,NULL
52306,NULL,NULL,NULL
52307,NULL,NULL,NULL
52308,NULL,NULL,NULL
52309,NULL,NULL,NULL
52310,NULL,NULL,NULL
52311,NULL,NULL,NULL
52312,NULL,NULL,NULL
52313,NULL,NULL,NULL
52314,NULL,NULL,NULL
52315,NULL,NULL,NULL
52316,NULL,NULL,NULL
52317,NULL,NULL,NULL
52318,NULL,NULL,NULL
52319,NULL,NULL,NULL
52320,NULL,NULL,NULL
52321,NULL,NULL,NULL
52322,NULL,NULL,NULL
52323,NULL,NULL,NULL
52324,NULL,NULL,NULL
52325,NULL,NULL,NULL
52326,NULL,NULL,NULL
52327,NULL,NULL,NULL
52328,NULL,NULL,NULL
52329,NULL,NULL,NULL
52330,NULL,NULL,NULL
52331,NULL,NULL,NULL
